"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Sample"
"1",0.609068090405411,-6.15246088784794,-7.51183851910875,0.634375406626136,0.472699212679515,-3.17600382609351,-2.18508909310334,-0.458354745212445,"21134_A"
"2",0.423904468405895,-8.61760707060952,-9.85560335603354,1.13058370450548,-0.934770114235059,-0.0358071490351335,-1.0708207680134,2.95292938122136,"21134_B"
"3",1.014045454398,-11.7704532032076,-9.10285336589022,2.05851282534965,-2.92799647723284,-2.6536566976265,0.715387892681483,3.8372851028087,"21151_A"
"4",2.10121827902067,4.68236979899085,-5.78144865893792,-4.67261727291554,3.08342198902694,-0.624801682677599,-1.91453556599695,-1.86748680676198,"21151_B"
"5",-0.492839661268109,-12.8970653056199,-12.1464391557345,2.36766619600201,1.68785433365744,2.2925002371114,1.93486418143788,3.58804213908779,"21233_B"
"6",0.708332067029542,-7.59350190671865,-1.5189796723264,-1.84788213721067,-2.20569052518644,-0.683481940241875,-2.35944671967428,-0.483862656763857,"21233_A"
"7",0.618835844642969,-8.78157642743649,-6.30071035917669,-0.651936423322861,2.32079261898607,0.784043681388878,-3.14397345327885,-3.27739159923132,"21235_B"
"8",-2.59145336458573,-0.674518443578781,-1.57540063762831,-0.723688553244279,0.731621722829935,-4.04952822280781,8.35180943201594,-6.24323216609099,"21235_A"
"9",-2.97739518666722,22.1594953628036,-11.3243873179245,0.404685332047149,-13.6161801725133,2.32508744397137,-0.92905091615476,-1.27234296262265,"21241_A"
"10",0.0158707380211258,4.08663809932514,-5.64523738979343,-2.38655017925075,2.36341915416978,-1.29792382340939,3.36407406888502,-4.8059616289306,"21241_B"
"11",2.86676575474602,-3.86236819639475,-2.29833422700395,-3.29472456653994,-4.13132928855098,-2.70939238443389,-2.86154483995242,0.461216935810952,"21281_B"
"12",-1.54733997000727,-3.34243078199453,-8.87401043949022,-2.27664957329759,4.46535625718862,2.47734216994965,-1.51200633234524,0.0707831036018856,"21281_A"
"13",-0.874479098837304,-5.18758509445769,-1.90731931542841,-0.997435594913204,0.783399588242825,-1.36187197489617,-0.430753620261383,-2.83436252739726,"21282_B"
"14",-7.81074280495464,7.76622905534028,-7.64461387983344,-2.04595505626957,10.2640269353069,5.32206862377811,-1.99093994304591,2.23074044443496,"21282_A"
"15",-4.15970625431714,-7.0221177277919,5.41320058148586,-1.91503672160858,-2.78483005800525,-0.890982351339275,-2.29734734739605,0.445935937643517,"21289_B"
"16",-3.15834542144345,-9.95837472845696,4.6732849783134,-0.459678453868883,-2.92571433704593,-1.26895195601932,-2.78395013023073,-2.35209696647668,"21289_A"
"17",-3.5376542394943,-13.8486536780637,3.46837116304334,1.18184901826278,-2.26040471420209,-0.189201204624141,-4.12667067442607,-4.35993808326216,"21328_A"
"18",-5.20009460930105,11.6990917484792,-0.629839384438226,-0.835341211429302,-0.559621778393483,-8.80716989451955,3.2836315449716,7.11732098922983,"21328_B"
"19",-4.87234349208914,-13.5117928064555,-0.196957992816596,2.29884069698141,-1.82078012602617,-0.484910207041368,0.319799871894441,-1.48434017896475,"21336_A"
"20",0.323424302948825,-9.48035440879517,4.77358837801841,-7.49817980417653,-8.20178150385307,1.64885749609565,0.248703230230367,1.62215555826451,"21336_B"
"21",5.6426412465876,4.57778229743174,-0.511142776242223,1.49465453208689,0.973607600399899,-0.200248333415813,-0.237637633630454,-0.470219271109622,"21353_B"
"22",4.1714273977893,-1.41763422676635,-1.82656088517737,4.19729113856478,0.0770340474021501,1.04918602132795,0.56429669164562,2.29132823470933,"21353_A"
"23",6.11334136625293,1.08103815448247,3.19296525606805,2.29723525371146,-2.95880751161969,-2.48780631552416,-0.80156978885046,-0.356640280353833,"21385_B"
"24",5.15257916020035,9.23354329226299,-0.921982867076183,-2.99266498260571,2.38982826295355,1.22591150359065,0.744347631949831,0.12330333673864,"21385_A"
"25",4.60063010139776,-3.70434278425218,0.114533068948673,2.28047926326659,-1.04040175062788,0.45876745220706,0.228394235807149,1.60935511775571,"21399_A"
"26",2.34085846871374,-1.29045866935237,2.93622827240684,0.205124370705837,1.24984032830091,1.07250098115408,-0.702792099433405,2.16071862252901,"21399_B"
"27",1.84725005352359,-2.77526901970022,0.0806201795003172,1.93990646607683,5.39153114697611,3.01122744397023,-0.484950047002229,-0.56778827044395,"21413_B"
"28",0.392655503819524,3.00860512129564,4.95793743829567,0.2176960182406,1.33635011359134,-0.6443892641788,12.3025335147351,-4.72945058760286,"21413_A"
"29",-1.51293472150564,28.678694700788,-2.22979579323214,4.21461388003635,-10.4490661045534,3.79671751019334,0.268666774553148,-1.76596145606715,"21444_A"
"30",1.94951225278294,6.63751109716045,-1.37102583087659,-0.707312350045953,4.50291611394128,2.27802385390286,5.34654707664878,-1.22748986516757,"21444_B"
"31",1.93315626705505,2.97007337360695,2.38710165126776,1.77179496987905,2.02098685852867,-1.27622030815921,-3.00971458529937,4.44396977173961,"21474_B"
"32",4.18164035528045,12.8643951780226,4.40477508358902,-0.343301914719474,3.29235556392118,-3.39861341048387,-7.49449892175504,-3.24489924612392,"21474_A"
"33",1.6436206872071,-1.50163459311589,3.08965459807196,1.02347067460736,2.67397910618698,1.25597109095106,3.77332724055429,-0.856745579305273,"21566_A"
"34",-2.69774987455572,24.8386270944737,7.3514956840105,0.390269047583915,7.09645082932129,-1.7886866415492,-8.22331746241608,-1.46298050063327,"21566_B"
"35",-2.54169468081504,-0.61045815103403,11.7661522164964,-0.61422271111208,-1.40777246093533,0.589681283065515,-0.819917833099365,3.44305504989426,"21622_B"
"36",-2.12150565549751,-5.66058174043491,7.72010548352352,2.35597420913109,0.657221689602216,1.21202382970842,0.847343069700702,1.09540266829401,"21622_A"
"37",-2.48021268195459,-8.08507377864984,8.57709877077044,3.82196973941937,0.676190041719636,1.34249596711236,-1.61291174488211,-1.14973907858872,"21730_A"
"38",-1.28172706671722,12.2051080817392,4.79531239618744,-0.588167761165455,3.60216866412655,-0.642729893227914,6.52824602887053,6.67422673743926,"21730_B"
"39",-1.47522640467454,-5.85348711999707,8.32555558706693,3.80726387689758,0.265503459696814,1.3713328940972,0.543676261679637,-1.52949507264091,"21946_B"
"40",2.68266732845684,-2.88940170547088,11.1465010371054,-5.24291135228589,-4.15340871577561,5.15863799772876,1.62779077198639,2.63301039854848,"21946_A"
